pokedex_id,sprite,pokemon_name,pokemon_weight,pokemon_height,speed,special_defense,special_attack,defense,attack,hp,pokemon_type1,pokemon_type2,base_hapiness,color_group,egg_group,generation,shape
583,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png"" width=""60"" >",vanillish,410.0,11.0,59.0,75.0,80.0,65.0,65.0,51.0,ice,,70.0,white,mineral,generation-v,blob
584,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png"" width=""60"" >",vanilluxe,575.0,13.0,79.0,95.0,110.0,85.0,95.0,71.0,ice,,70.0,white,mineral,generation-v,heads
585,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png"" width=""60"" >",deerling,195.0,6.0,75.0,50.0,40.0,50.0,60.0,60.0,grass,normal,70.0,pink,ground,generation-v,quadruped
586,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png"" width=""60"" >",sawsbuck,925.0,19.0,95.0,70.0,60.0,70.0,100.0,80.0,grass,normal,70.0,brown,ground,generation-v,quadruped
587,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png"" width=""60"" >",emolga,50.0,4.0,103.0,60.0,75.0,60.0,75.0,55.0,flying,electric,70.0,white,ground,generation-v,quadruped
588,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png"" width=""60"" >",karrablast,59.0,5.0,60.0,45.0,40.0,45.0,75.0,50.0,bug,,70.0,blue,bug,generation-v,humanoid
589,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png"" width=""60"" >",escavalier,330.0,10.0,20.0,105.0,60.0,105.0,135.0,70.0,steel,bug,70.0,gray,bug,generation-v,arms
590,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png"" width=""60"" >",foongus,10.0,2.0,15.0,55.0,55.0,45.0,55.0,69.0,poison,grass,70.0,white,plant,generation-v,arms
591,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png"" width=""60"" >",amoonguss,105.0,6.0,30.0,80.0,85.0,70.0,85.0,114.0,poison,grass,70.0,white,plant,generation-v,arms
592,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png"" width=""60"" >",frillish,330.0,12.0,40.0,85.0,65.0,50.0,40.0,55.0,ghost,water,70.0,white,indeterminate,generation-v,tentacles
593,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png"" width=""60"" >",jellicent,1350.0,22.0,60.0,105.0,85.0,70.0,60.0,100.0,ghost,water,70.0,white,indeterminate,generation-v,tentacles
594,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png"" width=""60"" >",alomomola,316.0,12.0,65.0,45.0,40.0,80.0,75.0,165.0,water,,70.0,pink,water2,generation-v,fish
595,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png"" width=""60"" >",joltik,6.0,1.0,65.0,50.0,57.0,50.0,47.0,50.0,electric,bug,70.0,yellow,bug,generation-v,armor
596,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png"" width=""60"" >",galvantula,143.0,8.0,108.0,60.0,97.0,60.0,77.0,70.0,electric,bug,70.0,yellow,bug,generation-v,armor
597,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png"" width=""60"" >",ferroseed,188.0,6.0,10.0,86.0,24.0,91.0,50.0,44.0,steel,grass,70.0,gray,mineral,generation-v,ball
598,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png"" width=""60"" >",ferrothorn,1100.0,10.0,20.0,116.0,54.0,131.0,94.0,74.0,steel,grass,70.0,gray,mineral,generation-v,tentacles
599,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png"" width=""60"" >",klink,210.0,3.0,30.0,60.0,45.0,70.0,55.0,40.0,steel,,70.0,gray,mineral,generation-v,heads
600,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png"" width=""60"" >",klang,510.0,6.0,50.0,85.0,70.0,95.0,80.0,60.0,steel,,70.0,gray,mineral,generation-v,heads
601,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png"" width=""60"" >",klinklang,810.0,6.0,90.0,85.0,70.0,115.0,100.0,60.0,steel,,70.0,gray,mineral,generation-v,heads
602,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png"" width=""60"" >",tynamo,3.0,2.0,60.0,40.0,45.0,40.0,55.0,35.0,electric,,70.0,white,indeterminate,generation-v,fish
603,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png"" width=""60"" >",eelektrik,220.0,12.0,40.0,70.0,75.0,70.0,85.0,65.0,electric,,70.0,blue,indeterminate,generation-v,fish
604,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png"" width=""60"" >",eelektross,805.0,21.0,50.0,80.0,105.0,80.0,115.0,85.0,electric,,70.0,blue,indeterminate,generation-v,fish
605,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png"" width=""60"" >",elgyem,90.0,5.0,30.0,55.0,85.0,55.0,55.0,55.0,psychic,,70.0,blue,humanshape,generation-v,upright
606,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png"" width=""60"" >",beheeyem,345.0,10.0,40.0,95.0,125.0,75.0,75.0,75.0,psychic,,70.0,brown,humanshape,generation-v,humanoid
607,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png"" width=""60"" >",litwick,31.0,3.0,20.0,55.0,65.0,55.0,30.0,50.0,fire,ghost,70.0,white,indeterminate,generation-v,blob
608,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png"" width=""60"" >",lampent,130.0,6.0,55.0,60.0,95.0,60.0,40.0,60.0,fire,ghost,70.0,black,indeterminate,generation-v,arms
609,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png"" width=""60"" >",chandelure,343.0,10.0,80.0,90.0,145.0,90.0,55.0,60.0,fire,ghost,70.0,black,indeterminate,generation-v,arms
610,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png"" width=""60"" >",axew,180.0,6.0,57.0,40.0,30.0,60.0,87.0,46.0,dragon,,35.0,green,dragon,generation-v,upright
611,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png"" width=""60"" >",fraxure,360.0,10.0,67.0,50.0,40.0,70.0,117.0,66.0,dragon,,35.0,green,dragon,generation-v,upright
612,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png"" width=""60"" >",haxorus,1055.0,18.0,97.0,70.0,60.0,90.0,147.0,76.0,dragon,,35.0,yellow,dragon,generation-v,upright
613,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png"" width=""60"" >",cubchoo,85.0,5.0,40.0,40.0,60.0,40.0,70.0,55.0,ice,,70.0,white,ground,generation-v,upright
614,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png"" width=""60"" >",beartic,2600.0,26.0,50.0,80.0,70.0,80.0,130.0,95.0,ice,,70.0,white,ground,generation-v,quadruped
615,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png"" width=""60"" >",cryogonal,1480.0,11.0,105.0,135.0,95.0,50.0,50.0,80.0,ice,,70.0,blue,mineral,generation-v,ball
616,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png"" width=""60"" >",shelmet,77.0,4.0,25.0,65.0,40.0,85.0,40.0,50.0,bug,,70.0,red,bug,generation-v,ball
617,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png"" width=""60"" >",accelgor,253.0,8.0,145.0,60.0,100.0,40.0,70.0,80.0,bug,,70.0,red,bug,generation-v,arms
618,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png"" width=""60"" >",stunfisk,110.0,7.0,32.0,99.0,81.0,84.0,66.0,109.0,electric,ground,70.0,brown,indeterminate,generation-v,fish
619,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png"" width=""60"" >",mienfoo,200.0,9.0,65.0,50.0,55.0,50.0,85.0,45.0,fighting,,70.0,yellow,humanshape,generation-v,upright
620,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png"" width=""60"" >",mienshao,355.0,14.0,105.0,60.0,95.0,60.0,125.0,65.0,fighting,,70.0,purple,humanshape,generation-v,upright
621,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png"" width=""60"" >",druddigon,1390.0,16.0,48.0,90.0,60.0,90.0,120.0,77.0,dragon,,70.0,red,dragon,generation-v,upright
622,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png"" width=""60"" >",golett,920.0,10.0,35.0,50.0,35.0,50.0,74.0,59.0,ghost,ground,70.0,green,mineral,generation-v,humanoid
623,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png"" width=""60"" >",golurk,3300.0,28.0,55.0,80.0,55.0,80.0,124.0,89.0,ghost,ground,70.0,green,mineral,generation-v,humanoid
624,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png"" width=""60"" >",pawniard,102.0,5.0,60.0,40.0,40.0,70.0,85.0,45.0,steel,dark,35.0,red,humanshape,generation-v,humanoid
625,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png"" width=""60"" >",bisharp,700.0,16.0,70.0,70.0,60.0,100.0,125.0,65.0,steel,dark,35.0,red,humanshape,generation-v,humanoid
626,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png"" width=""60"" >",bouffalant,946.0,16.0,55.0,95.0,40.0,95.0,110.0,95.0,normal,,70.0,brown,ground,generation-v,quadruped
627,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png"" width=""60"" >",rufflet,105.0,5.0,60.0,50.0,37.0,50.0,83.0,70.0,flying,normal,70.0,white,flying,generation-v,wings
628,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png"" width=""60"" >",braviary,410.0,15.0,80.0,75.0,57.0,75.0,123.0,100.0,flying,normal,70.0,red,flying,generation-v,wings
629,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png"" width=""60"" >",vullaby,90.0,5.0,60.0,65.0,45.0,75.0,55.0,70.0,flying,dark,35.0,brown,flying,generation-v,wings
630,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png"" width=""60"" >",mandibuzz,395.0,12.0,80.0,95.0,55.0,105.0,65.0,110.0,flying,dark,35.0,brown,flying,generation-v,wings
631,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png"" width=""60"" >",heatmor,580.0,14.0,65.0,66.0,105.0,66.0,97.0,85.0,fire,,70.0,red,ground,generation-v,upright
632,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png"" width=""60"" >",durant,330.0,3.0,109.0,48.0,48.0,112.0,109.0,58.0,steel,bug,70.0,gray,bug,generation-v,armor
633,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png"" width=""60"" >",deino,173.0,8.0,38.0,50.0,45.0,50.0,65.0,52.0,dragon,dark,35.0,blue,dragon,generation-v,quadruped
634,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png"" width=""60"" >",zweilous,500.0,14.0,58.0,70.0,65.0,70.0,85.0,72.0,dragon,dark,35.0,blue,dragon,generation-v,quadruped
635,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png"" width=""60"" >",hydreigon,1600.0,18.0,98.0,90.0,125.0,90.0,105.0,92.0,dragon,dark,35.0,blue,dragon,generation-v,upright
636,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png"" width=""60"" >",larvesta,288.0,11.0,60.0,55.0,50.0,55.0,85.0,55.0,fire,bug,70.0,white,bug,generation-v,armor
637,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png"" width=""60"" >",volcarona,460.0,16.0,100.0,105.0,135.0,65.0,60.0,85.0,fire,bug,70.0,white,bug,generation-v,bug-wings
638,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png"" width=""60"" >",cobalion,2500.0,21.0,108.0,72.0,90.0,129.0,90.0,91.0,fighting,steel,35.0,blue,no-eggs,generation-v,quadruped
639,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png"" width=""60"" >",terrakion,2600.0,19.0,108.0,90.0,72.0,90.0,129.0,91.0,fighting,rock,35.0,gray,no-eggs,generation-v,quadruped
640,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png"" width=""60"" >",virizion,2000.0,20.0,108.0,129.0,90.0,72.0,90.0,91.0,fighting,grass,35.0,green,no-eggs,generation-v,quadruped
641,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png"" width=""60"" >",tornadus-incarnate,630.0,15.0,111.0,80.0,125.0,70.0,115.0,79.0,flying,,90.0,green,no-eggs,generation-v,arms
642,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png"" width=""60"" >",thundurus-incarnate,610.0,15.0,111.0,80.0,125.0,70.0,115.0,79.0,flying,electric,90.0,blue,no-eggs,generation-v,arms
643,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png"" width=""60"" >",reshiram,3300.0,32.0,90.0,120.0,150.0,100.0,120.0,100.0,fire,dragon,0.0,white,no-eggs,generation-v,wings
644,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png"" width=""60"" >",zekrom,3450.0,29.0,90.0,100.0,120.0,120.0,150.0,100.0,electric,dragon,0.0,black,no-eggs,generation-v,upright
645,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png"" width=""60"" >",landorus-incarnate,680.0,15.0,101.0,80.0,115.0,90.0,125.0,89.0,flying,ground,90.0,brown,no-eggs,generation-v,arms
646,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png"" width=""60"" >",kyurem,3250.0,30.0,95.0,90.0,130.0,90.0,130.0,125.0,ice,dragon,0.0,gray,no-eggs,generation-v,upright
647,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png"" width=""60"" >",keldeo-ordinary,485.0,14.0,108.0,90.0,129.0,90.0,72.0,91.0,fighting,water,35.0,yellow,no-eggs,generation-v,quadruped
648,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png"" width=""60"" >",meloetta-aria,65.0,6.0,90.0,128.0,128.0,77.0,77.0,100.0,psychic,normal,100.0,white,no-eggs,generation-v,humanoid
649,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png"" width=""60"" >",genesect,825.0,15.0,99.0,95.0,120.0,95.0,120.0,71.0,steel,bug,0.0,purple,no-eggs,generation-v,humanoid
650,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png"" width=""60"" >",chespin,90.0,4.0,38.0,45.0,48.0,65.0,61.0,56.0,grass,,70.0,green,ground,generation-vi,upright
651,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png"" width=""60"" >",quilladin,290.0,7.0,57.0,58.0,56.0,95.0,78.0,61.0,grass,,70.0,green,ground,generation-vi,upright
652,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png"" width=""60"" >",chesnaught,900.0,16.0,64.0,75.0,74.0,122.0,107.0,88.0,fighting,grass,70.0,green,ground,generation-vi,upright
653,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png"" width=""60"" >",fennekin,94.0,4.0,60.0,60.0,62.0,40.0,45.0,40.0,fire,,70.0,red,ground,generation-vi,quadruped
654,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png"" width=""60"" >",braixen,145.0,10.0,73.0,70.0,90.0,58.0,59.0,59.0,fire,,70.0,red,ground,generation-vi,upright
655,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png"" width=""60"" >",delphox,390.0,15.0,104.0,100.0,114.0,72.0,69.0,75.0,psychic,fire,70.0,red,ground,generation-vi,upright
656,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png"" width=""60"" >",froakie,70.0,3.0,71.0,44.0,62.0,40.0,56.0,41.0,water,,70.0,blue,water1,generation-vi,quadruped
657,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png"" width=""60"" >",frogadier,109.0,6.0,97.0,56.0,83.0,52.0,63.0,54.0,water,,70.0,blue,water1,generation-vi,humanoid
658,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png"" width=""60"" >",greninja,400.0,15.0,122.0,71.0,103.0,67.0,95.0,72.0,dark,water,70.0,blue,water1,generation-vi,humanoid
659,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png"" width=""60"" >",bunnelby,50.0,4.0,57.0,36.0,32.0,38.0,36.0,38.0,normal,,70.0,brown,ground,generation-vi,upright
660,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png"" width=""60"" >",diggersby,424.0,10.0,78.0,77.0,50.0,77.0,56.0,85.0,ground,normal,70.0,brown,ground,generation-vi,upright
661,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png"" width=""60"" >",fletchling,17.0,3.0,62.0,38.0,40.0,43.0,50.0,45.0,flying,normal,70.0,red,flying,generation-vi,wings
662,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png"" width=""60"" >",fletchinder,160.0,7.0,84.0,52.0,56.0,55.0,73.0,62.0,flying,fire,70.0,red,flying,generation-vi,wings
663,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png"" width=""60"" >",talonflame,245.0,12.0,126.0,69.0,74.0,71.0,81.0,78.0,flying,fire,70.0,red,flying,generation-vi,wings
664,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png"" width=""60"" >",scatterbug,25.0,3.0,35.0,25.0,27.0,40.0,35.0,38.0,bug,,70.0,black,bug,generation-vi,armor
665,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png"" width=""60"" >",spewpa,84.0,3.0,29.0,30.0,27.0,60.0,22.0,45.0,bug,,70.0,black,bug,generation-vi,blob
666,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png"" width=""60"" >",vivillon,170.0,12.0,89.0,50.0,90.0,50.0,52.0,80.0,flying,bug,70.0,white,bug,generation-vi,bug-wings
667,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png"" width=""60"" >",litleo,135.0,6.0,72.0,54.0,73.0,58.0,50.0,62.0,normal,fire,70.0,brown,ground,generation-vi,quadruped
668,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png"" width=""60"" >",pyroar,815.0,15.0,106.0,66.0,109.0,72.0,68.0,86.0,normal,fire,70.0,brown,ground,generation-vi,quadruped
669,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png"" width=""60"" >",flabebe,1.0,1.0,42.0,79.0,61.0,39.0,38.0,44.0,fairy,,70.0,white,fairy,generation-vi,arms
670,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png"" width=""60"" >",floette,9.0,2.0,52.0,98.0,75.0,47.0,45.0,54.0,fairy,,70.0,white,fairy,generation-vi,arms
671,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png"" width=""60"" >",florges,100.0,11.0,75.0,154.0,112.0,68.0,65.0,78.0,fairy,,70.0,white,fairy,generation-vi,arms
672,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png"" width=""60"" >",skiddo,310.0,9.0,52.0,57.0,62.0,48.0,65.0,66.0,grass,,70.0,brown,ground,generation-vi,quadruped
673,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png"" width=""60"" >",gogoat,910.0,17.0,68.0,81.0,97.0,62.0,100.0,123.0,grass,,70.0,brown,ground,generation-vi,quadruped
674,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png"" width=""60"" >",pancham,80.0,6.0,43.0,48.0,46.0,62.0,82.0,67.0,fighting,,70.0,white,humanshape,generation-vi,upright
675,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png"" width=""60"" >",pangoro,1360.0,21.0,58.0,71.0,69.0,78.0,124.0,95.0,dark,fighting,70.0,white,humanshape,generation-vi,humanoid
676,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png"" width=""60"" >",furfrou,280.0,12.0,102.0,90.0,65.0,60.0,80.0,75.0,normal,,70.0,white,ground,generation-vi,quadruped
677,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png"" width=""60"" >",espurr,35.0,3.0,68.0,60.0,63.0,54.0,48.0,62.0,psychic,,70.0,gray,ground,generation-vi,upright
678,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png"" width=""60"" >",meowstic-male,85.0,6.0,104.0,81.0,83.0,76.0,48.0,74.0,psychic,,70.0,blue,ground,generation-vi,upright
679,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png"" width=""60"" >",honedge,20.0,8.0,28.0,37.0,35.0,100.0,80.0,45.0,ghost,steel,70.0,brown,mineral,generation-vi,blob
680,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png"" width=""60"" >",doublade,45.0,8.0,35.0,49.0,45.0,150.0,110.0,59.0,ghost,steel,70.0,brown,mineral,generation-vi,heads
681,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png"" width=""60"" >",aegislash-shield,530.0,17.0,60.0,150.0,50.0,150.0,50.0,60.0,ghost,steel,70.0,brown,mineral,generation-vi,blob
682,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png"" width=""60"" >",spritzee,5.0,2.0,23.0,65.0,63.0,60.0,52.0,78.0,fairy,,70.0,pink,fairy,generation-vi,arms
683,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png"" width=""60"" >",aromatisse,155.0,8.0,29.0,89.0,99.0,72.0,72.0,101.0,fairy,,70.0,pink,fairy,generation-vi,humanoid
684,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png"" width=""60"" >",swirlix,35.0,4.0,49.0,57.0,59.0,66.0,48.0,62.0,fairy,,70.0,white,fairy,generation-vi,legs
685,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png"" width=""60"" >",slurpuff,50.0,8.0,72.0,75.0,85.0,86.0,80.0,82.0,fairy,,70.0,white,fairy,generation-vi,humanoid
686,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png"" width=""60"" >",inkay,35.0,4.0,45.0,46.0,37.0,53.0,54.0,53.0,psychic,dark,70.0,blue,water2,generation-vi,tentacles
687,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png"" width=""60"" >",malamar,470.0,15.0,73.0,75.0,68.0,88.0,92.0,86.0,psychic,dark,70.0,blue,water2,generation-vi,blob
688,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png"" width=""60"" >",binacle,310.0,5.0,50.0,56.0,39.0,67.0,52.0,42.0,water,rock,70.0,brown,water3,generation-vi,heads
689,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png"" width=""60"" >",barbaracle,960.0,13.0,68.0,86.0,54.0,115.0,105.0,72.0,water,rock,70.0,brown,water3,generation-vi,heads
690,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png"" width=""60"" >",skrelp,73.0,5.0,30.0,60.0,60.0,60.0,60.0,50.0,water,poison,70.0,brown,dragon,generation-vi,blob
691,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png"" width=""60"" >",dragalge,815.0,18.0,44.0,123.0,97.0,90.0,75.0,65.0,dragon,poison,70.0,brown,dragon,generation-vi,blob
692,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png"" width=""60"" >",clauncher,83.0,5.0,44.0,63.0,58.0,62.0,53.0,50.0,water,,70.0,blue,water3,generation-vi,armor
693,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png"" width=""60"" >",clawitzer,353.0,13.0,59.0,89.0,120.0,88.0,73.0,71.0,water,,70.0,blue,water3,generation-vi,squiggle
694,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png"" width=""60"" >",helioptile,60.0,5.0,70.0,43.0,61.0,33.0,38.0,44.0,normal,electric,70.0,yellow,dragon,generation-vi,upright
695,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png"" width=""60"" >",heliolisk,210.0,10.0,109.0,94.0,109.0,52.0,55.0,62.0,normal,electric,70.0,yellow,dragon,generation-vi,upright
696,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png"" width=""60"" >",tyrunt,260.0,8.0,48.0,45.0,45.0,77.0,89.0,58.0,dragon,rock,70.0,brown,dragon,generation-vi,upright
697,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png"" width=""60"" >",tyrantrum,2700.0,25.0,71.0,59.0,69.0,119.0,121.0,82.0,dragon,rock,70.0,red,dragon,generation-vi,upright
698,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png"" width=""60"" >",amaura,252.0,13.0,46.0,63.0,67.0,50.0,59.0,77.0,ice,rock,70.0,blue,monster,generation-vi,quadruped
